name,host_name,neighbourhood,room_type,price_per_night,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,bathrooms,bedrooms,host_response_rate,review_scores_value,host_response_time
Live in the Center of Newbury St Action! #11,Maverick,Back Bay,Entire home/apt,201,1,277,2.48,87,291,17,1.0,0,100,4.67,within an hour
Perfectly Placed on Newbury Street #7,Maverick,Back Bay,Entire home/apt,193,1,249,2.25,87,315,23,1.0,0,100,4.63,within an hour
Copley Square & Historic Landmarks on Newbury St#2,Maverick,Back Bay,Entire home/apt,144,1,235,1.99,87,269,20,1.0,0,100,4.62,within an hour
"Vibrant, Chic Newbury St – Stay in Style! #6",Maverick,Back Bay,Entire home/apt,134,1,272,2.34,87,299,13,1.0,0,100,4.63,within an hour
Discover Boston from Newbury Street #8,Maverick,Back Bay,Entire home/apt,191,1,358,3.26,87,257,36,1.0,0,100,4.63,within an hour
"Charming Studio in Boston Brownstone, #44",Maverick,South End,Entire home/apt,98,1,196,1.96,87,229,44,1.0,0,100,4.5,within an hour
Private room near bus stop,Barrie,Roslindale,Private room,43,29,8,0.08,3,171,1,1.0,1,100,4.25,within a day
Safe Central City Location! WalkToWork/Everywhere!,Suzanne,Fenway,Entire home/apt,235,91,15,0.13,4,362,0,1.0,1,100,4.27,within a day
"Steps from South End, Tufts Medical Center & More,",Maverick,South End,Entire home/apt,136,1,249,2.11,87,331,2,1.0,0,100,4.55,within an hour
"Walk to Chinatown, Boston Common, and South End",Maverick,South End,Entire home/apt,149,1,243,2.07,87,282,10,1.0,0,100,4.46,within an hour
"Sleek Rental in Beacon Hill, Near TD Garden/MGH #6",Maverick,Beacon Hill,Entire home/apt,166,29,225,1.91,87,358,0,1.0,0,100,4.53,within an hour
"Beacon Hill Gem, Close to TD Garden & MGH – #14",Maverick,Beacon Hill,Entire home/apt,196,1,211,2.11,87,275,21,1.0,1,100,4.49,within an hour
Convenient Beacon Hill Location Near TD Garden #11,Maverick,Beacon Hill,Entire home/apt,184,1,187,1.7,87,295,10,1.0,0,100,4.37,within an hour
Stunning Beacon Hill Boston Townhouse Apartment,Peter,Beacon Hill,Entire home/apt,850,4,170,1.42,1,157,29,2.5,4,100,4.89,within an hour
Prime Rental by MGH & TD Garden – Beacon Hill #3,Maverick,Beacon Hill,Entire home/apt,167,1,204,1.71,87,350,11,1.0,0,100,4.55,within an hour
Sunny and Quiet top floor #8,Glenn,South End,Entire home/apt,130,30,92,0.77,5,0,1,1.0,1,100,4.58,within a few hours
Spacious 3BR | 2.5 BA + Office Single-Family Home,Katie,South Boston,Entire home/apt,289,29,123,1.02,1,325,3,2.5,3,100,4.78,within an hour
"Beacon Hill – Prime Location, Near MGH #9",Maverick,Beacon Hill,Entire home/apt,187,1,330,2.82,87,294,27,1.0,0,100,4.54,within an hour
Perfect for 1,Phyllis,Brighton,Private room,85,29,319,2.67,1,365,0,1.5,1,100,4.87,within a day
"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",Maverick,South End,Entire home/apt,146,1,171,1.57,87,334,9,1.0,0,100,4.47,within an hour
Ideal Location Near TD Garden and MGH #2,Maverick,Beacon Hill,Entire home/apt,201,1,211,1.96,87,332,20,1.0,0,100,4.42,within an hour
Close to TD Garden and MGH – Beacon Hill Living #8,Maverick,Beacon Hill,Entire home/apt,221,1,385,3.24,87,298,27,1.0,0,100,4.57,within an hour
Bright Beacon Hill Rental Close to MGH/TD Garden#7,Maverick,Beacon Hill,Entire home/apt,184,1,355,3.22,87,332,9,1.0,0,100,4.52,within an hour
"Beacon Hill – Prime Location, Near TD Garden #15",Maverick,Beacon Hill,Entire home/apt,182,1,159,1.43,87,302,13,1.0,0,100,4.58,within an hour
Perfect Beacon Hill Location – Near TD Garden #12,Maverick,Beacon Hill,Entire home/apt,176,1,217,1.85,87,291,9,1.0,0,100,4.45,within an hour
Morning Glory Bed & Breakfast!,Chris,Hyde Park,Private room,75,29,134,1.12,1,365,0,1.0,1,100,4.98,Unknown
"Charming home Away from Home, close to parks",Lori,Jamaica Plain,Entire home/apt,183,3,332,2.78,3,85,25,1.0,1,100,4.74,within an hour
Beacon Hill Rental Steps to MGH & TD Garden – #1,Maverick,Beacon Hill,Entire home/apt,194,1,225,1.91,87,344,18,1.0,0,100,4.43,within an hour
"Centrally located Studio in Boston ,#35",Maverick,South End,Entire home/apt,88,1,237,2.35,87,213,26,1.0,0,100,4.46,within an hour
"Close to the North End, Fenway & Boston Common, #6",Maverick,South End,Entire home/apt,216,1,115,0.97,87,324,1,1.0,0,100,4.31,within an hour
Live beside the State House!,Anne,Downtown,Entire home/apt,115,91,2,0.11,8,138,1,1.0,1,70,5.0,within a day
Boston University Harvard MIT,Home On Blaine,Allston,Private room,55,91,12,0.1,3,365,0,1.5,1,25,4.67,a few days or more
Gorgeous Beacon Hill Apartment,Mark,Beacon Hill,Entire home/apt,90,29,215,1.81,1,246,7,1.0,1,100,4.72,within a day
Prime Location in Boston's South End #25,Maverick,South End,Entire home/apt,85,1,297,2.97,87,202,47,1.0,0,100,4.45,within an hour
Sunny Studio near Airport & Train station,Gavin,East Boston,Entire home/apt,81,45,163,1.4,2,120,1,1.0,1,100,4.39,within an hour
Steps Away from Back Bay's Best Spots #33,Maverick,South End,Entire home/apt,95,1,145,1.43,87,238,23,1.0,0,100,4.31,within an hour
Country Cottage in the City,Mark,West Roxbury,Entire home/apt,145,4,196,1.66,1,45,19,1.0,1,100,4.91,within an hour
Gorgeous and Bright Victorian Home,Andre,Hyde Park,Private room,66,29,43,0.36,5,264,2,2.0,1,100,4.74,within an hour
Executive Garden Apartment,James,Brighton,Entire home/apt,198,2,397,3.35,1,216,42,1.0,1,100,4.9,within an hour
"Boston, Back Bay Condo w/Private Roof Deck",Rob,Back Bay,Entire home/apt,298,29,119,1.18,1,263,0,1.0,1,100,4.76,within an hour
South End Boston Apartment with Private Garden,Reem,South End,Entire home/apt,562,2,62,0.53,1,249,19,1.0,2,100,4.73,within an hour
"Stunning suite, historic victorian",Jil,Jamaica Plain,Private room,141,91,40,0.34,3,365,0,1.0,1,100,4.35,Unknown
"Lovely, Quiet Room",Rebecca,Hyde Park,Private room,52,91,17,0.16,1,210,1,1.5,1,100,5.0,Unknown
Cozy studio apartment in Jamaica plain!,Riyo,Jamaica Plain,Entire home/apt,110,2,696,5.91,2,68,78,1.0,1,100,4.89,within an hour
Ideal Rental by MGH & TD Garden – Beacon Hill #10,Maverick,Beacon Hill,Entire home/apt,201,1,306,2.61,87,322,6,1.0,0,100,4.57,within an hour
Suite Petite Attique by Longwood & Train,Celia,Roxbury,Private room,128,4,237,2.01,1,53,21,1.0,1,100,4.81,within an hour
Cozy Double Times II,Sandy,Mattapan,Private room,63,29,61,0.55,2,364,0,1.0,1,0,4.66,a few days or more
Fireplace Haven,Sandy,Mattapan,Private room,68,29,37,0.39,2,365,0,1.0,1,0,4.57,a few days or more
"Elegant, spacious boudoir with fireplace.",Jil,Jamaica Plain,Private room,312,91,15,0.13,3,365,0,1.0,1,100,4.33,Unknown
"Elegant studio,kitchn, soaking tub",Jil,Jamaica Plain,Private room,224,91,23,0.2,3,365,0,3.0,2,100,4.32,Unknown
Just around the corner from the Red Line!,Marie,Dorchester,Private room,50,30,16,0.14,27,347,1,1.0,1,100,4.33,within an hour
Warm & Cozy Home for Your Stay!,Natalia,Dorchester,Entire home/apt,475,1,22,0.19,7,349,0,1.0,4,100,4.77,within an hour
Modern/chic one-bedroom in eco Smart Home -Room #1,Taylor,Roxbury,Private room,230,1,54,1.96,1,136,26,1.5,1,100,4.85,within a few hours
"Private fl w/2BR, 1B, 1LR w/full kitchen",Marc,Brighton,Entire home/apt,102,29,72,0.62,1,293,3,1.0,2,100,4.74,within an hour
Beacon Hill Rental Close to MGH & TD Garden – #4,Maverick,Beacon Hill,Entire home/apt,205,1,295,2.81,87,345,27,1.0,0,100,4.5,within an hour
Your Home Base for 1+ Months | The Lincoln Suite,Laura And Olivia,South End,Entire home/apt,140,91,23,0.2,7,145,3,1.0,1,100,4.48,within an hour
"Arboretum retreat with AC, private bath, entrance.",Jone,Roslindale,Private room,150,29,139,1.21,1,90,0,1.0,1,100,4.92,Unknown
Beautiful 2BD / 1 BA - 1st Floor,John,West Roxbury,Entire home/apt,165,4,231,1.98,1,83,27,1.0,2,100,4.74,within an hour
Stunning triplex loft style condo - Quiet building,Paul,Roxbury,Entire home/apt,290,91,0,0.0,3,362,0,2.5,2,33,4.7,a few days or more
Workable & Inexpensive Room Near the 2 T lines!,Marie,Dorchester,Private room,43,30,23,0.21,27,343,1,1.0,1,100,4.61,within an hour
Peaceful Private Bedroom Near T!,Marie,Dorchester,Private room,40,30,27,0.24,27,297,3,1.0,1,100,4.41,within an hour
"Hideaway in Boston's North End-""Little Italy""",Richard,North End,Entire home/apt,168,29,180,1.57,1,135,2,1.0,1,100,4.62,within a few hours
Bright and Cozy Chinatown Apt,Geoff,Chinatown,Entire home/apt,125,91,19,0.17,1,0,0,1.0,2,100,4.63,Unknown
Extended stays,Jef,East Boston,Entire home/apt,173,5,80,0.73,1,235,7,1.0,1,100,4.84,within an hour
Share South End Loft at Silver Line w/ parking!,Paul,Roxbury,Private room,94,91,4,0.03,3,268,0,2.5,1,33,4.25,a few days or more
"2BR w deck near subway, downtown & hospitals",Brian,Jamaica Plain,Entire home/apt,135,45,52,0.47,1,144,1,1.0,2,80,4.62,within an hour
The Boston Christopher Studio Suite,Inn Boston,South End,Entire home/apt,219,29,103,0.9,8,16,0,1.0,1,0,4.59,a few days or more
Spacious loft in the quiet suburbs #1,Bo,Brighton,Private room,42,60,16,0.14,4,18,0,1.0,1,100,4.81,within an hour
Cozy 4BD apartment with AirBeds,Marie,Dorchester,Entire home/apt,155,30,3,0.03,27,360,0,1.0,4,100,4.67,within an hour
Welcome to J.P.! 3BR near T w parking,Stephan Leigh,Jamaica Plain,Entire home/apt,349,3,50,0.45,1,23,5,2.0,3,100,4.82,within an hour
Garden Apt - Highland Park/Fort Hill (Orange Line),Ziyad,Roxbury,Entire home/apt,139,5,96,0.88,1,251,12,1.0,1,100,4.8,within an hour
"2-bedrom loft condo near BC, BU & Fenway w/parking",Greg,Brighton,Entire home/apt,300,29,73,0.67,1,321,0,1.0,2,100,4.71,within an hour
spacious 3rd floor loft in home,Minor,Jamaica Plain,Entire home/apt,85,91,70,0.62,1,90,0,2.0,2,100,4.86,Unknown
Second Oldest Home in Beacon Hill,Norah,Beacon Hill,Entire home/apt,290,1,792,7.22,1,189,88,1.0,0,100,4.67,within an hour
BEST LOCATION IN THE CITY STUDIO W/ FAST WIFI,Billy,Downtown,Entire home/apt,151,91,43,0.42,3,364,1,1.0,0,88,4.21,within a day
Spacious & Great Private Room Near T!,Marie,Dorchester,Private room,43,30,20,0.18,27,291,1,1.0,1,100,4.5,within an hour
Historic and Charming Brownstone,Katy,Charlestown,Entire home/apt,980,29,10,0.09,1,319,0,3.0,4,88,4.11,within an hour
Spacious 2 bedroom Apartment.,Gianni,Roxbury,Entire home/apt,115,30,230,2.04,4,12,4,1.0,2,80,4.78,within a day
Pleasant & Lovely Room Near T!,Marie,Dorchester,Private room,50,30,15,0.17,27,314,1,1.0,1,100,4.47,within an hour
Pristine private apt South End Walk everywhere,Maja,South End,Entire home/apt,248,4,77,1.01,2,245,10,1.0,0,100,4.74,within an hour
Boston North End Luxurious One Bedroom Condo,Caroline,North End,Entire home/apt,130,91,22,0.22,2,231,0,1.0,1,100,4.6,within an hour
Spacious loft in the quiet suburbs #2,Bo,Brighton,Private room,40,60,20,0.18,4,188,5,1.0,1,100,4.85,within an hour
Inexpensive & Clean Private Bedroom!,Marie,Dorchester,Private room,40,30,20,0.18,27,292,3,1.0,1,100,4.45,within an hour
Boston Apartment (North End),Richard,Downtown,Entire home/apt,208,29,405,3.62,1,353,3,1.0,1,100,4.81,within an hour
Copley Vacation Rental on the Park  w/ patio M325,Marie,South End,Entire home/apt,256,3,75,0.67,6,80,4,1.0,0,100,4.81,within a few hours
Spacious loft in the quiet suburbs #3,Bo,Brighton,Private room,39,60,21,0.19,4,205,3,1.0,1,100,4.43,within an hour
Walk/Bus to Redline Renovated Easy to MIT/Harvard,Huggy,Dorchester,Private room,39,91,9,0.08,31,365,0,1.0,2,100,4.78,within an hour
Top Rated Apartment! Exceptional Location!,Mechaal Belkacem,East Boston,Entire home/apt,110,91,124,1.4,1,201,2,1.0,1,100,4.84,Unknown
Freshly Renovated Studio close to T,Alexander Martin,Roxbury,Entire home/apt,128,91,191,1.71,5,179,0,1.0,0,100,4.78,within a few hours
Apartment with 2-3 bedrooms-3 min to subway T stop,Jurek,Charlestown,Entire home/apt,165,29,63,0.58,12,259,0,1.0,2,100,4.75,within an hour
Close to Harvard - Zen Room Lic# STR383892,Todd,Allston,Private room,62,3,362,3.27,8,125,42,1.0,1,100,4.76,within an hour
Stay with Fun Family (queen size bed),Yuki,Mattapan,Private room,40,30,16,0.15,5,308,0,1.5,1,100,5.0,within a few hours
The 1880 House: Historic Single Family Victorian!,Kristen,West Roxbury,Entire home/apt,650,29,12,0.11,1,291,0,3.0,5,50,4.92,within a day
Boston Brownstone,Giannoula,Fenway,Entire home/apt,289,2,306,3.15,1,14,31,1.0,2,100,4.74,within an hour
Wonderful Boston apartment Sunny & Newly renovated,Ilan,Roxbury,Entire home/apt,200,91,17,0.16,1,180,0,1.0,3,100,4.47,Unknown
Sleek 1 Bedroom in Boston's Financial District,Furnished Quarters,Chinatown,Entire home/apt,235,32,4,0.04,44,330,0,1.0,1,100,4.75,within an hour
Mahar family room,Althea,Mattapan,Private room,100,29,42,0.38,6,261,0,1.5,1,100,4.63,within an hour
"Elegant room, colorful artist home",Sandy,Jamaica Plain,Private room,99,91,13,0.12,2,264,1,1.0,1,100,4.91,within an hour
Luxury 2 Bedroom Steps from Rose Kennedy Greenway,Furnished Quarters,Downtown,Entire home/apt,335,32,2,0.02,44,325,0,2.0,2,100,4.5,within an hour
Clean Large Room near Redline/Rail Peaceful Area,Huggy,Dorchester,Private room,39,91,9,0.08,31,365,0,1.0,2,100,4.78,within an hour
3 bed apt next to T- fast wifi-off street parking,Jurek,Charlestown,Entire home/apt,179,1,608,5.56,12,225,64,1.0,3,100,4.82,within an hour
Beautiful Apartment-5 Beds-Kitchen-Super Clean!,Xholion,West Roxbury,Entire home/apt,134,3,253,2.39,1,290,4,1.0,3,100,4.75,Unknown
3 min to T stop-Boston/Somerville/Cambridge access,Jurek,Charlestown,Private room,62,29,32,0.29,12,275,3,1.0,1,100,4.78,within an hour
Ideal for Families - Spacious Charlestown Townhome,Timothy,Charlestown,Entire home/apt,476,2,72,0.83,1,14,12,3.5,4,100,4.88,within an hour
Spacious loft in the quiet suburbs #4,Bo,Brighton,Private room,44,60,11,0.1,4,243,2,1.0,1,100,4.91,within an hour
"Walk to MGH-Subway, stay in Boston's Little Italy",Michelle,North End,Entire home/apt,130,32,40,0.36,12,323,0,1.0,1,93,4.26,within a few hours
Bostons Best Rentals -Back Bay on Commonwealth Ave,Michelle,Back Bay,Entire home/apt,191,32,5,0.08,12,345,2,1.0,1,93,4.6,within a few hours
Cobblestone Way on Beacon Hill-walk to MGH Subway,Michelle,Beacon Hill,Entire home/apt,130,32,15,0.14,12,172,0,1.0,0,93,4.47,within a few hours
new remodel bedroom,LAN Lan,Allston,Private room,111,91,0,0.0,3,365,0,2.0,1,100,4.7,Unknown
Small Room Renovated House Walk/Bus to Redline,Huggy,Dorchester,Private room,35,91,7,0.06,31,365,0,1.0,2,100,5.0,within an hour
Off-St. Parking Large Room Clean Renovated House,Huggy,Roxbury,Private room,39,91,0,0.0,31,365,0,2.0,2,100,4.7,within an hour
Renovated House near Subway/Rail Everything New,Huggy,Dorchester,Private room,39,91,3,0.03,31,365,0,1.0,1,100,5.0,within an hour
"Walk/Bus to Redline/Rail stations, Private Balcony",Huggy,Dorchester,Private room,39,91,3,0.03,31,365,0,1.0,2,100,5.0,within an hour
Comfortable quite room.,Firlian,Roxbury,Private room,37,30,24,0.22,5,78,4,1.5,1,100,4.88,within a few hours
EZ to Downtown/Longwood Off-St Parking Renovated,Huggy,Roxbury,Private room,37,91,2,0.02,31,365,0,2.0,2,100,5.0,within an hour
Montgomery Place - Studio (Room 6),Kathe,South End,Entire home/apt,125,29,176,1.62,3,114,1,1.0,0,100,4.84,within an hour
Montgomery Place - One Bedroom,Kathe,South End,Entire home/apt,145,29,147,1.34,3,273,4,1.0,1,100,4.86,within an hour
*BostonAirport/TDgarden/DT/ConventionCtr/NorthEnd!,Sandra,East Boston,Entire home/apt,126,1,910,8.39,1,221,95,1.0,1,100,4.67,within an hour
"Small Room, Off-St. Parking, AC, Renovated Clean",Huggy,Roxbury,Private room,35,91,1,0.01,31,365,0,2.0,2,100,5.0,within an hour
South End Boston Apartment with Private Garden,Paramveer,South End,Entire home/apt,350,3,38,0.35,1,130,1,1.0,2,100,4.58,within a few hours
Montgomery Place - Parlor Room (Room 2),Kathe,South End,Entire home/apt,140,29,185,1.7,3,126,4,1.0,1,100,4.85,within an hour
"Small Room near Redline & Commuter Rail, Renovated",Huggy,Dorchester,Private room,35,91,2,0.02,31,365,0,1.0,2,100,5.0,within an hour
~*30min to Downtown*~ THE COSMOPOLITAN,Jovan,Hyde Park,Entire home/apt,150,2,342,3.43,2,331,41,1.0,2,100,4.81,within an hour
Near Redline & Commuter Rail Renovated Clean Sunny,Huggy,Dorchester,Private room,39,91,2,0.02,31,365,0,1.0,2,100,5.0,within an hour
Sunny studio in JP!,Riyo,Jamaica Plain,Entire home/apt,107,2,512,4.87,2,52,85,1.0,1,100,4.85,within an hour
Room w/fast wifi-next to T stop 10 min to downtown,Jurek,Charlestown,Private room,65,29,41,0.38,12,259,3,1.0,1,100,4.85,within an hour
Beautiful and Cozy Entire Apt in Boston,Dawn-Marie,Dorchester,Entire home/apt,244,5,109,1.17,2,332,8,1.0,3,100,4.87,within an hour
Beautiful Boston Brownstone,Susan,Roxbury,Entire home/apt,523,29,57,0.53,3,326,0,1.0,2,100,4.79,within a few hours
Charming Beacon Hill One Bedroom,Ashley,Beacon Hill,Entire home/apt,98,29,232,2.14,1,153,3,1.0,1,100,4.86,within a few hours
Gorgeous Huge Duplex 3 baths sleeps 6  Parking,Dror,North End,Entire home/apt,869,1,244,2.33,1,307,19,3.0,3,100,4.71,within an hour
"2 BR | 1 BA  Close to DWTN & Medical, Free PRKG",Eileen,Jamaica Plain,Entire home/apt,179,4,244,2.26,1,240,27,1.0,2,100,4.76,within an hour
Twins in a peaceful room.,Sandy,Jamaica Plain,Private room,99,91,8,0.07,2,365,0,1.0,1,100,5.0,within an hour
# friendly family home,Althea,Mattapan,Private room,95,1,78,0.72,6,330,3,1.5,1,100,4.82,within an hour
Tranquil Treetop Loft,Bruce,Jamaica Plain,Entire home/apt,159,5,323,2.98,1,98,16,1.0,0,80,4.84,within a day
King Zen Room near Harvard Biz School - STR383892,Todd,Allston,Private room,66,3,335,3.1,8,192,34,1.0,1,100,4.77,within an hour
Cozy Condo in Center of Southie,Thomas J,South Boston,Entire home/apt,320,3,65,0.6,1,365,1,1.0,2,70,4.75,within a day
North End 2 BR | 1 BA Duplex in Little Italy,Jason,North End,Entire home/apt,425,5,332,3.08,18,166,27,1.0,2,100,4.73,within an hour
Blue Family  bedroom,Althea,Mattapan,Private room,90,1,87,0.81,6,229,1,1.5,1,100,4.82,within an hour
Renovated near Redline/Commuter Rail 4 Harvard MIT,Huggy,Dorchester,Private room,39,91,3,0.03,31,365,0,1.0,2,100,5.0,within an hour
Huge bed  and high ceiling room plus two closets.,Firlian,Roxbury,Private room,44,30,22,0.22,5,191,8,1.0,1,100,4.82,within a few hours
"Fully-Equipped, Private 1st Floor 1-Bed/1-Bath Apt",Elena,Jamaica Plain,Entire home/apt,158,3,165,1.89,2,272,32,1.0,1,100,4.85,within an hour
Fully-Equipped 2nd Floor 1-Bed 1-Bath Apt,Elena,Jamaica Plain,Entire home/apt,156,3,264,2.49,2,244,40,1.0,1,100,4.83,within an hour
SPACIOUS TOWNHOUSE with Essential Amenities,Camille,Mattapan,Entire home/apt,309,29,41,0.39,3,315,0,1.0,3,100,4.73,within an hour
Economical & Accessible Room w/ Airbed Near T!,Marie,Dorchester,Private room,40,30,21,0.2,27,347,0,1.0,1,100,4.38,within an hour
"Charming room, in hip JP near The T  #2",Lori,Jamaica Plain,Private room,110,3,330,3.08,3,262,40,1.5,1,100,4.86,within an hour
Stay with Fun Family ( twin size bed),Yuki,Mattapan,Private room,45,90,11,0.11,5,364,1,1.5,1,100,4.64,within a few hours
Modern 3.5 BR Single Family Home,Bill,South Boston,Entire home/apt,800,29,17,0.17,1,358,0,2.0,4,100,4.47,Unknown
Fair & Cozy Room with Airbed!,Marie,Dorchester,Private room,45,30,14,0.13,27,307,3,1.0,1,100,4.36,within an hour
"Victorian Charm, Modern Style w/Private Entrance",Philip H,South End,Entire home/apt,283,2,421,3.93,1,216,60,2.0,2,100,4.82,within an hour
"Mt Restmore, COZY spacious and Clean",Andre,Hyde Park,Private room,65,29,50,0.47,5,353,1,2.0,1,100,4.6,within an hour
Historic townhouse in the heart of Boston,Paul,Bay Village,Entire home/apt,364,3,227,2.13,1,161,23,1.5,3,100,4.69,within an hour
"Charming room, in hip JP near The T  #1",Lori,Jamaica Plain,Private room,123,2,403,3.77,3,259,42,1.5,1,100,4.88,within an hour
"Large room, 2nd floor, wood floor, 27 Dexter Str.",Manuela,South Boston,Private room,65,5,146,1.38,3,144,15,1.0,1,100,4.67,within an hour
"Rozinante - Queen, Harbor View",Melissa,Charlestown,Private room,336,1,51,0.54,8,163,11,1.5,1,100,4.65,within an hour
219 on the Ocean with Private Bath,Robin,Dorchester,Private room,97,1,428,4.01,4,244,50,1.0,1,100,4.9,within an hour
"""Port"" View - Queen Ensuite",Melissa,Charlestown,Private room,253,1,96,0.9,8,123,12,1.0,1,100,4.52,within an hour
Inn the Moment - Harbor View,Melissa,Charlestown,Private room,336,1,55,0.52,8,126,6,2.0,1,100,4.6,within an hour
Washer+Dryer+Parking!*Private suite*Cul de sac*,Zvi,Brighton,Entire home/apt,177,2,335,3.55,1,72,43,1.0,1,90,4.82,within an hour
Cozy private  room,Jacinter,Roxbury,Private room,50,91,46,0.43,1,298,1,1.0,2,100,4.89,within a few hours
